status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","Manchester City Democrats","2025-10-11","2025-10-11","42.9956397","-71.4547891","https://www.mobilize.us/nhdp_events/event/569677/"
"DROPPED","OUT_OF_WINDOW","mobilize","NEPA Stands Up Queer Liberation Committee Meeting","2025-10-20","2025-10-20","","","https://www.mobilize.us/pastandsup/event/570372/"
"DROPPED","OUT_OF_WINDOW","mobilize","D4 Neighborhood Beautification Day (Sunset/Parkside)","2025-10-04","2025-10-04","37.7513453","-122.4999404","https://www.mobilize.us/sanfrancisco/event/570625/"
"DROPPED","OUT_OF_WINDOW","mobilize","Whitfield County Democrats Blue Thursday","2025-10-16","2025-10-16","34.7585211","-84.9988982","https://www.mobilize.us/georgiademocrats/event/570814/"
"DROPPED","OUT_OF_WINDOW","mobilize","Whitfield County Democratic Party Monthly Meeting","2025-10-07","2025-10-07","34.7736923","-84.9569748","https://www.mobilize.us/georgiademocrats/event/570816/"
"DROPPED","OUT_OF_WINDOW","mobilize","LVSU Movement Politics Team Monthly Meeting","2025-10-06","2025-10-06","40.6246933","-75.4340631","https://www.mobilize.us/pastandsup/event/571012/"
"DROPPED","OUT_OF_WINDOW","mobilize","South Shore Democratic Club Monthly Meeting","2025-10-09","2025-10-09","27.7181653","-82.3629489","https://www.mobilize.us/hillsboroughcountydec/event/571454/"
"DROPPED","OUT_OF_WINDOW","mobilize","YDNC Rural Caucus Monthly Meeting","2025-10-19","2025-10-19","","","https://www.mobilize.us/ydnc/event/571768/"
"DROPPED","OUT_OF_WINDOW","mobilize","Public School Strong: Cobb School Board Meeting","2025-10-16","2025-10-16","33.9384895","-84.5380619","https://www.mobilize.us/georgiayouthjustice/event/572584/"
"DROPPED","OUT_OF_WINDOW","mobilize","Organizing Department Office Hours","2025-10-09","2025-10-09","","","https://www.mobilize.us/ncdems/event/573255/"
"KEPT","GEO","mobilize","Houston County Democrats Monthly Business Meeting","2025-11-15","2025-11-15","32.618519","-83.6218001","https://www.mobilize.us/georgiademocrats/event/573583/"
"DROPPED","OUT_OF_WINDOW","mobilize","Social Bio Workshop","2025-10-04","2025-10-04","38.8470249","-76.9260672","https://www.mobilize.us/lifeafterrelease/event/573811/"
"DROPPED","OUT_OF_WINDOW","mobilize","Food Scraps Collection: Highland Park Farmers' Market","2025-10-07","2025-10-07","34.1109933","-118.1925144","https://www.mobilize.us/lacompost/event/576001/"
"DROPPED","OUT_OF_WINDOW","mobilize","Life After Release Free Expungement Clinic Every 1st Saturday of the month.","2025-10-04","2025-10-04","38.842442","-76.9343934","https://www.mobilize.us/lifeafterrelease/event/577009/"
"DROPPED","OUT_OF_WINDOW","mobilize","Public School Strong: Dekalb School Board Meeting","2025-10-06","2025-10-06","33.8317665","-84.195121","https://www.mobilize.us/georgiayouthjustice/event/577198/"
"DROPPED","OUT_OF_WINDOW","mobilize","Zone 10 Business Meeting","2025-10-09","2025-10-09","","","https://www.mobilize.us/chestercountydemocraticparty/event/577691/"
"KEPT","VIRTUAL","mobilize","National Voter Education-Registration-Empowerment Year of Action | Communities United","2027-12-31","2027-12-31","","","https://www.mobilize.us/2020victorious/event/580830/"
"DROPPED","OUT_OF_WINDOW","mobilize","Food Scraps Collection: El Nido Farmers' Market","2025-10-04","2025-10-04","34.2739431","-118.4129786","https://www.mobilize.us/lacompost/event/581529/"
"DROPPED","OUT_OF_WINDOW","mobilize","Food Scraps Collection: Sherman Oaks Farmers' Market","2025-10-07","2025-10-07","34.1563697","-118.4364502","https://www.mobilize.us/lacompost/event/581543/"
"DROPPED","OUT_OF_WINDOW","mobilize","Welcome to Field Team 6! (For New Volunteers!)","2025-10-07","2025-10-07","","","https://www.mobilize.us/ft6/event/582647/"
"DROPPED","OUT_OF_WINDOW","mobilize","Training - Voter Education","2025-10-11","2025-10-11","35.7193808","-79.1668682","https://www.mobilize.us/chathamcountydems/event/583146/"
"DROPPED","OUT_OF_WINDOW","mobilize","Winnebago County Democratic Central Committee meeting","2025-10-21","2025-10-21","42.215924","-89.09122","https://www.mobilize.us/winnebagodems/event/583623/"
"DROPPED","OUT_OF_WINDOW","mobilize","DeKalb Dems New Member Orientation","2025-10-05","2025-10-05","","","https://www.mobilize.us/dekalbcountydemocrats/event/583945/"
"KEPT","VIRTUAL","mobilize","Vote Early Day Celebration! | Communities United","2027-12-31","2027-12-31","","","https://www.mobilize.us/2020victorious/event/584616/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hillsborough County Democratic Black Caucus Monthly Meeting","2025-10-09","2025-10-09","27.9811875","-82.4303449","https://www.mobilize.us/hillsboroughcountydec/event/584728/"
"DROPPED","OUT_OF_WINDOW","mobilize","Movement Labs - Weekly Volunteer Training","2025-10-07","2025-10-07","","","https://www.mobilize.us/movementlabs/event/584800/"
"DROPPED","OUT_OF_WINDOW","mobilize","MLabs - Monthly Volunteer Huddle","2025-10-09","2025-10-09","","","https://www.mobilize.us/movementlabs/event/584803/"
"DROPPED","OUT_OF_WINDOW","mobilize","Broward Action Team Meeting","2025-10-22","2025-10-22","","","https://www.mobilize.us/aclufl/event/585265/"
"DROPPED","OUT_OF_WINDOW","mobilize","Compost Hub Support: Cottonwood Urban Farm","2025-10-08","2025-10-08","34.2227927","-118.4286908","https://www.mobilize.us/lacompost/event/585712/"
"DROPPED","OUT_OF_WINDOW","mobilize","Auburn Area Democratic Club Monthly Meeting","2025-10-02","2025-10-02","38.8975279","-121.0743115","https://www.mobilize.us/cadems/event/585814/"
"DROPPED","OUT_OF_WINDOW","mobilize","Food Scraps Collection: Hollywood Farmers' Market","2025-10-05","2025-10-05","34.0997767","-118.3296878","https://www.mobilize.us/lacompost/event/585839/"
"DROPPED","OUT_OF_WINDOW","mobilize","NorCo Dems Area 5 Democratic Committee meeting","2025-10-02","2025-10-02","40.6178915","-75.3786521","https://www.mobilize.us/norcodemspa/event/586234/"
"KEPT","GEO","mobilize","Voter Mobilization Textbank (Huge)","2026-05-12","2026-05-12","38.2429908","-85.7641013","https://www.mobilize.us/kftc/event/586483/"
"KEPT","VIRTUAL","mobilize","Analyzing the Issues That Motivate Voters | Communities United","2026-12-31","2026-12-31","","","https://www.mobilize.us/2020victorious/event/587830/"
"DROPPED","OUT_OF_WINDOW","mobilize","Progressive Leaders Toastmasters","2025-10-06","2025-10-06","33.0722463","-97.0266164","https://www.mobilize.us/progressiveleaderstoastmasters/event/588255/"
"DROPPED","OUT_OF_WINDOW","mobilize","Kitchen Prep","2025-10-03","2025-10-03","38.2542376","-85.759407","https://www.mobilize.us/feedlouisville/event/590695/"
"DROPPED","OUT_OF_WINDOW","mobilize","VAN Basics/New User Training","2025-10-15","2025-10-15","","","https://www.mobilize.us/floridadems/event/591065/"
"DROPPED","OUT_OF_WINDOW","mobilize","NorCo Dems Area 6 Democratic Committee meeting","2025-10-27","2025-10-27","40.6862075","-75.4968501","https://www.mobilize.us/norcodemspa/event/591438/"
"DROPPED","OUT_OF_WINDOW","mobilize","Strategy Session","2025-10-09","2025-10-09","27.3311448","-82.5385019","https://www.mobilize.us/seealliance/event/592343/"
"DROPPED","OUT_OF_WINDOW","mobilize","IEB Meetings on Zoom!","2025-10-26","2025-10-26","","","https://www.mobilize.us/indivisible-east-bay/event/592381/"
"DROPPED","OUT_OF_WINDOW","mobilize","Thomas County Democrats Monthly General Party Meeting","2025-10-07","2025-10-07","30.8624965","-83.9510407","https://www.mobilize.us/georgiademocrats/event/593436/"
"DROPPED","OUT_OF_WINDOW","mobilize","LIBations with Thomas County Democrats","2025-10-16","2025-10-16","30.8345587","-83.9463507","https://www.mobilize.us/georgiademocrats/event/593438/"
"DROPPED","OUT_OF_WINDOW","mobilize","Voter Protection Partner Meeting","2025-10-10","2025-10-10","","","https://www.mobilize.us/organizetn/event/595101/"
"DROPPED","OUT_OF_WINDOW","mobilize","INBK Monthly General Meeting","2025-10-08","2025-10-08","40.6729152","-73.9769792","https://www.mobilize.us/indivisiblenationbk/event/595129/"
"DROPPED","OUT_OF_WINDOW","mobilize","INBK Monthly Electoral Team Meeting","2025-10-15","2025-10-15","","","https://www.mobilize.us/indivisiblenationbk/event/595397/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rideshare2Vote: Prepare to Drive Voters on a Ride2Vote!","2025-10-15","2025-10-15","","","https://www.mobilize.us/rideshare2vote/event/595500/"
"DROPPED","OUT_OF_WINDOW","mobilize","Advanced Instagram Training for Social Storming with Field Team 6!","2025-10-08","2025-10-08","","","https://www.mobilize.us/ft6/event/595802/"
"DROPPED","OUT_OF_WINDOW","mobilize","AZLD 25 Monthly Community Meetings","2025-10-13","2025-10-13","","","https://www.mobilize.us/ld25democrats/event/596151/"
"DROPPED","OUT_OF_WINDOW","mobilize","Public School Strong Organizing Meeting! (+ Orientation)","2025-10-14","2025-10-14","","","https://www.mobilize.us/raceforward/event/596321/"
"DROPPED","OUT_OF_WINDOW","mobilize","Young Democrats of the Central Midlands Monthly Meeting","2025-10-08","2025-10-08","34.0096476","-81.0450907","https://www.mobilize.us/youngdemocratsofsouthcarolina/event/596371/"
"DROPPED","OUT_OF_WINDOW","mobilize","WORKSHOP | Yes, you can(vass)!","2025-10-07","2025-10-07","","","https://www.mobilize.us/cadems/event/596490/"
"KEPT","GEO","mobilize","In-Person IEB Membership Meetings!","2025-12-07","2025-12-07","37.8860114","-122.261711","https://www.mobilize.us/indivisible-east-bay/event/597017/"
"DROPPED","OUT_OF_WINDOW","mobilize","IDAAC Monthly Meeting","2025-10-11","2025-10-11","41.03312","-85.13594","https://www.mobilize.us/allencountydemocrats/event/597044/"
"DROPPED","OUT_OF_WINDOW","mobilize","Auburn Fridays for the Future","2025-10-03","2025-10-03","38.897553","-121.0743689","https://www.mobilize.us/cadems/event/597102/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hennepin County Court Watch","2025-10-13","2025-10-13","44.9767589","-93.2641514","https://www.mobilize.us/mnfreedomfund/event/597283/"
"DROPPED","OUT_OF_WINDOW","mobilize","Ramsey County Court Watch","2025-10-27","2025-10-27","44.956338","-93.085435","https://www.mobilize.us/mnfreedomfund/event/597321/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lake County Democrats Monthly Meeting","2025-10-09","2025-10-09","28.8048701","-81.7275419","https://www.mobilize.us/lakecountydec/event/597405/"
"DROPPED","OUT_OF_WINDOW","mobilize","Virtual Volunteer Recruitment Phonebanks!","2025-10-07","2025-10-07","","","https://www.mobilize.us/wisdems/event/597733/"
"DROPPED","OUT_OF_WINDOW","mobilize","Issue Advocacy: 2025","2025-10-09","2025-10-09","47.6472732","-122.3632169","https://www.mobilize.us/seattleindivisible/event/597816/"
"DROPPED","OUT_OF_WINDOW","mobilize","Las Vegas Podcast Club","2025-10-26","2025-10-26","36.1582708","-115.2311566","https://www.mobilize.us/edfaction/event/598067/"
"DROPPED","OUT_OF_WINDOW","mobilize","Post Cards to Voters! (Friday Mornings)","2025-10-03","2025-10-03","36.7420846","-119.7796652","https://www.mobilize.us/fresnocountydemocraticparty/event/598090/"
"DROPPED","OUT_OF_WINDOW","mobilize","Virtual Phone Bank for NC Dems","2025-10-08","2025-10-08","","","https://www.mobilize.us/ncdems/event/598615/"
"DROPPED","OUT_OF_WINDOW","mobilize","NEW LOCATION Testifyin' Tuesdays: 2025 Edition","2025-10-21","2025-10-21","39.8797079","-82.825521","https://www.mobilize.us/opalmissionvote/event/599328/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fayette County Democratic Committee Monthly Business Meeting","2025-10-11","2025-10-11","33.4629405","-84.4493052","https://www.mobilize.us/georgiademocrats/event/599464/"
"DROPPED","OUT_OF_WINDOW","mobilize","Black Voters Matter Postcard Party","2025-10-16","2025-10-16","","","https://www.mobilize.us/blackvotersmatter/event/601254/"
"DROPPED","OUT_OF_WINDOW","mobilize","Learn to be a Volunteer Dispatcher in our Ride2Vote Program!","2025-10-04","2025-10-04","","","https://www.mobilize.us/rideshare2vote/event/601672/"
"DROPPED","OUT_OF_WINDOW","mobilize","PA: Food & Water Team Pennsylvania Meeting","2025-10-30","2025-10-30","39.9412882","-75.2187346","https://www.mobilize.us/fwa/event/602085/"
"DROPPED","OUT_OF_WINDOW","mobilize","Nashua Democratic City Committee Monthly Meetings","2025-10-09","2025-10-09","42.7656251","-71.4677032","https://www.mobilize.us/nhdp_events/event/602224/"
"DROPPED","OUT_OF_WINDOW","mobilize","POSTCARD TRAINING W/MIRIAM! Learn how to get started postcarding with Field Team 6!","2025-10-03","2025-10-03","","","https://www.mobilize.us/ft6/event/602257/"
"DROPPED","OUT_OF_WINDOW","mobilize","Join ""COFFEE & CONVERSATION"": Tariffs / Bills - Weekday M-F @9 AM CT Zoom! 5yrs running.","2025-10-03","2025-10-03","42.0660499","-88.0167406","https://www.mobilize.us/indivisible/event/602625/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democracy Seminar with Common Cause Florida (Lunch & Learn)","2025-10-15","2025-10-15","","","https://www.mobilize.us/commoncause/event/602726/"
"DROPPED","OUT_OF_WINDOW","mobilize","DCPS School Board Meeting","2025-10-07","2025-10-07","30.3173293","-81.6503825","https://www.mobilize.us/strongflschools/event/603459/"
"DROPPED","OUT_OF_WINDOW","mobilize","Swing Blue Alliance Frontline Update","2025-10-11","2025-10-11","42.3964457","-71.1359393","https://www.mobilize.us/swingbluealliance/event/603623/"
"DROPPED","OUT_OF_WINDOW","mobilize","Whitfield County Democrats Blue Brunch","2025-10-11","2025-10-11","34.772617","-84.9685991","https://www.mobilize.us/georgiademocrats/event/603851/"
"DROPPED","OUT_OF_WINDOW","mobilize","Kendall County Democrats Monthly Meeting","2025-10-15","2025-10-15","41.6846486","-88.3512774","https://www.mobilize.us/ildems/event/603870/"
"DROPPED","OUT_OF_WINDOW","mobilize","New Membership Orientation","2025-10-16","2025-10-16","","","https://www.mobilize.us/ndwa-c4/event/603934/"
"DROPPED","OUT_OF_WINDOW","mobilize","Dialing Downstate Phonebank","2025-10-06","2025-10-06","","","https://www.mobilize.us/ildems/event/604525/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sunrise Philly Chapter Meeting","2025-10-12","2025-10-12","39.9527237","-75.1635262","https://www.mobilize.us/sunrisemovement/event/604579/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bay Area, CA: Food & Water Team Bay Area Volunteer Meeting","2025-09-30","2025-09-30","","","https://www.mobilize.us/fwa/event/604792/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sister District South Bay Postcarding Party","2025-10-04","2025-10-04","37.3893889","-122.0832101","https://www.mobilize.us/sisterdistrictsouthbay/event/605239/"
"DROPPED","OUT_OF_WINDOW","mobilize","First Friday Party with KnoxDems","2025-10-03","2025-10-03","35.9729832","-83.9184256","https://www.mobilize.us/knoxvilledemocrats/event/605870/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gleaning at Findlay Market","2025-10-07","2025-10-07","39.1181245","-84.5194061","https://www.mobilize.us/endhunger/event/606007/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democratic Women of Franklin County","2025-10-13","2025-10-13","36.099047","-78.300487","https://www.mobilize.us/fcdemsnc/event/606171/"
"DROPPED","OUT_OF_WINDOW","mobilize","LGBTQ+ & Allied Democrats of Franklin County","2025-10-21","2025-10-21","36.099047","-78.300487","https://www.mobilize.us/fcdemsnc/event/606176/"
"DROPPED","OUT_OF_WINDOW","mobilize","Franklin County Democratic Party Executive Committee Meeting","2025-11-06","2025-11-06","36.099047","-78.300487","https://www.mobilize.us/fcdemsnc/event/606181/"
"DROPPED","OUT_OF_WINDOW","mobilize","Virtual GOTV Phone Banking with Rideshare2Vote","2025-10-04","2025-10-04","","","https://www.mobilize.us/rideshare2vote/event/606379/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knox Dems District 4 Meeting","2025-10-28","2025-10-28","35.9322222","-84.0165108","https://www.mobilize.us/knoxvilledemocrats/event/606566/"
"DROPPED","OUT_OF_WINDOW","mobilize","District 3 Jimmy Carter Day of Service Adopt-A-Road Cleanup","2025-10-25","2025-10-25","35.9438542","-84.0353695","https://www.mobilize.us/knoxvilledemocrats/event/606650/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knox Dems D6 Meeting","2025-10-28","2025-10-28","35.9798166","-84.1084223","https://www.mobilize.us/knoxvilledemocrats/event/606666/"
"DROPPED","OUT_OF_WINDOW","mobilize","In-person: Write to Voters with Mariya in Mountain View","2025-10-04","2025-10-04","37.3893889","-122.0832101","https://www.mobilize.us/swingleft/event/606914/"
"DROPPED","OUT_OF_WINDOW","mobilize","Breadsmith donation pick-up and deliveries","2025-10-04","2025-10-04","39.1400108","-84.4415733","https://www.mobilize.us/endhunger/event/607247/"
"DROPPED","OUT_OF_WINDOW","mobilize","Learn More about Michigan Voices","2025-10-02","2025-10-02","","","https://www.mobilize.us/mivoices/event/608186/"
"DROPPED","OUT_OF_WINDOW","mobilize","Orange County Democratic Senior Caucus Monthly Meeting","2025-10-08","2025-10-08","","","https://www.mobilize.us/orangecountydec/event/609226/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sister District South Bay Phonebank!","2025-10-04","2025-10-04","","","https://www.mobilize.us/sisterdistrictsouthbay/event/610237/"
"DROPPED","OUT_OF_WINDOW","mobilize","RoCoDems Member Meeting","2025-10-09","2025-10-09","37.270973","-79.9414313","https://www.mobilize.us/rocodems/event/610357/"
"DROPPED","OUT_OF_WINDOW","mobilize","Galveston Island Democrats Monthly Meeting","2025-10-28","2025-10-28","29.2958125","-94.8474486","https://www.mobilize.us/gcdptx/event/610458/"
"DROPPED","OUT_OF_WINDOW","mobilize","Warren County Democratic Committee Meeting","2025-10-16","2025-10-16","41.8446406","-79.1459899","https://www.mobilize.us/warrencountydemocratspa/event/611053/"
"DROPPED","OUT_OF_WINDOW","mobilize","October event: Postcards and Sign making","2025-10-05","2025-10-05","","","https://www.mobilize.us/swingleft/event/611405/"
"DROPPED","OUT_OF_WINDOW","mobilize","Trash Pick Up with KOBA (Keep Oconee Beautiful Assoc)","2025-10-11","2025-10-11","34.6969706","-82.8771821","https://www.mobilize.us/oconeecountydemocrats/event/612279/"
"DROPPED","OUT_OF_WINDOW","mobilize","Shore Progress Community Outreach Committee Meeting","2025-10-15","2025-10-15","","","https://www.mobilize.us/progressivemaryland/event/612498/"
"DROPPED","OUT_OF_WINDOW","mobilize","Franklin County Senior Democrats","2025-10-18","2025-10-18","36.099047","-78.300487","https://www.mobilize.us/fcdemsnc/event/612634/"
